Category,Abstract,Title,Reference Number,Center,Patent Number,Serial Number,Expiration Date,Facility,Office,Address1,Address2,City State Zip,Contact Name,Contact Email,Contact Phone
materials and coatings,,Coatings for Corrosion Detection and/or Reduction,KSC-12723-DIV,KSC,,"12/792,238",1970-01-01 00:00:00,NASA Kennedy Space Center,Innovative Partnerships Office,Kennedy Space Center,,"Kennedy Space Center, FL 32899",,KSC-DL-TechnologyTransfer@mail.nasa.gov,(321) 861-7158
materials and coatings,"The invention involves composite materials containing a polymer foam and an aerogel. The composite materials have improved thermal insulation ability, good acoustic insulation, and excellent physical mechanical properties. The composite materials can be used, for instance, for heat and acoustic insulation on aircraft, spacecraft, and maritime ships in place of currently used foam panels and other foam products. The materials of the invention can also be used in building construction with their combination of light weight, strength, elasticity, ability to be formed into desired shapes, and superior thermal and acoustic insulation power. The materials have also been found to have utility for storage of cryogens. A cryogenic liquid or gas, such as N.sub.2 or H.sub.2, adsorbs to the surfaces in aerogel particles. Thus, another embodiment of the invention provides a storage vessel for a cryogen.",Foam/aerogel composite materials for thermal and acoustic insulation and cryogen storage,KSC-12848,KSC,7781492,"11/759,672",2028-01-09 00:00:00,NASA Kennedy Space Center,Innovative Partnerships Office,Kennedy Space Center,,"Kennedy Space Center, FL 32899",,KSC-DL-TechnologyTransfer@mail.nasa.gov,(321) 861-7158
materials and coatings,"The invention involves composite materials containing a polymer foam and an aerogel. The composite materials have improved thermal insulation ability, good acoustic insulation, and excellent physical mechanical properties. The composite materials can be used, for instance, for heat and acoustic insulation on aircraft, spacecraft, and maritime ships in place of currently used foam panels and other foam products. The materials of the invention can also be used in building construction with their combination of light weight, strength, elasticity, ability to be formed into desired shapes, and superior thermal and acoustic insulation power. The materials have also been found to have utility for storage of cryogens. A cryogenic liquid or gas, such as N.sub.2 or H.sub.2, adsorbs to the surfaces in aerogel particles. Thus, another embodiment of the invention provides a storage vessel for a cryogen.",Foam/aerogel composite materials for thermal and acoustic insulation and cryogen storage,KSC-12848-DIV,KSC,7977411,"12/835,233",2030-07-13 00:00:00,NASA Kennedy Space Center,Innovative Partnerships Office,Kennedy Space Center,,"Kennedy Space Center, FL 32899",,KSC-DL-TechnologyTransfer@mail.nasa.gov,(321) 861-7158
materials and coatings,"Provided are low-melt polyimides and poly(amic acids) (PAAs) for use in repair of electrical wire insulation, flat or ribbon wire harnesses, and flat surfaces comprised of high-performance polymers such as inflatables or solar panels applications. Also provided are methods and devices for repair of electrical insulation.",Low-Melt Poly(Amic Acids) and Polyimides and their Uses,KSC-12871,KSC,0,"13/033,085",2032-01-23 00:00:00,NASA Kennedy Space Center,Innovative Partnerships Office,Kennedy Space Center,,"Kennedy Space Center, FL 32899",,KSC-DL-TechnologyTransfer@mail.nasa.gov,(321) 861-7158
materials and coatings,"Provided are low-melt polyimides and poly(amic acids) (PAAs) for use in repair of electrical wire insulation, flat or ribbon wire harnesses, and flat surfaces comprised of high-performance polymers such as inflatables or solar panels applications. Also provided are methods and devices for repair of electrical insulation.",Low-Melt Poly(Amic Acids) and Polyimides and their Uses,KSC-12871-CIP,KSC,0,"13/915,407",1970-01-01 00:00:00,NASA Kennedy Space Center,Innovative Partnerships Office,Kennedy Space Center,,"Kennedy Space Center, FL 32899",,KSC-DL-TechnologyTransfer@mail.nasa.gov,(321) 861-7158
materials and coatings,"Provided are low-melt polyimides and poly(amic acids) (PAAs) for use in repair of electrical wire insulation, flat or ribbon wire harnesses, and flat surfaces comprised of high-performance polymers such as inflatables or solar panels applications. Also provided are methods and devices for repair of electrical insulation.",Low-Melt Poly(Amic Acids) and Polyimides and their Uses,KSC-12871-DIV1,KSC,0,"14/093,701",2031-02-23 00:00:00,NASA Kennedy Space Center,Innovative Partnerships Office,Kennedy Space Center,,"Kennedy Space Center, FL 32899",,KSC-DL-TechnologyTransfer@mail.nasa.gov,(321) 861-7158
materials and coatings,"Provided are low-melt polyimides and poly(amic acids) (PAAs) for use in repair of electrical wire insulation, flat or ribbon wire harnesses, and flat surfaces comprised of high-performance polymers such as inflatables or solar panels applications. Also provided are methods and devices for repair of electrical insulation.",Low-Melt Poly(Amic Acids) and Polyimides and their Uses,KSC-12871-DIV2,KSC,0,"14/093,680",2031-02-23 00:00:00,NASA Kennedy Space Center,Innovative Partnerships Office,Kennedy Space Center,,"Kennedy Space Center, FL 32899",,KSC-DL-TechnologyTransfer@mail.nasa.gov,(321) 861-7158
materials and coatings,The invention provides new composite materials containing aerogels blended with thermoplastic polymer materials at a weight ratio of aerogel to thermoplastic polymer of less than 20:100. The composite materials have improved thermal insulation ability. The composite materials also have better flexibility and less brittleness at low temperatures than the parent thermoplastic polymer materials.,Aerogel/polymer composite materials,KSC-12890,KSC,7790787,"11/740,357",2028-08-12 00:00:00,NASA Kennedy Space Center,Innovative Partnerships Office,Kennedy Space Center,,"Kennedy Space Center, FL 32899",,KSC-DL-TechnologyTransfer@mail.nasa.gov,(321) 861-7158
materials and coatings,The invention provides new composite materials containing aerogels blended with thermoplastic polymer materials at a weight ratio of aerogel to thermoplastic polymer of less than 20:100. The composite materials have improved thermal insulation ability. The composite materials also have better flexibility and less brittleness at low temperatures than the parent thermoplastic polymer materials.,Aerogel / Polymer Composite Materials,KSC-12890-2-DIV,KSC,0,"12/834,416",1970-01-01 00:00:00,NASA Kennedy Space Center,Innovative Partnerships Office,Kennedy Space Center,,"Kennedy Space Center, FL 32899",,KSC-DL-TechnologyTransfer@mail.nasa.gov,(321) 861-7158
materials and coatings,"A hydrogenation catalyst including a base material coated with a catalytic metal is made using mechanical milling techniques. The hydrogenation catalysts are used as an excellent catalyst for the dehalogenation of contaminated compounds and the remediation of other industrial compounds. Preferably, the hydrogenation catalyst is a bimetallic particle including zero-valent metal particles coated with a catalytic material. The mechanical milling technique is simpler and cheaper than previously used methods for producing hydrogenation catalysts.",Mechanical alloying of a hydrogenation catalyst used for the remediation of contaminated compounds,KSC-12978,KSC,7842639,"11/749,767",2014-11-30 00:00:00,NASA Kennedy Space Center,Innovative Partnerships Office,Kennedy Space Center,,"Kennedy Space Center, FL 32899",,KSC-DL-TechnologyTransfer@mail.nasa.gov,(321) 861-7158
materials and coatings,"A hydrogenation catalyst including a base material coated with a catalytic metal is made using mechanical milling techniques. The hydrogenation catalysts are used as an excellent catalyst for the dehalogenation of contaminated compounds and the remediation of other industrial compounds. Preferably, the hydrogenation catalyst is a bimetallic particle including zero-valent metal particles coated with a catalytic material. The mechanical milling technique is simpler and cheaper than previously used methods for producing hydrogenation catalysts.",Mechanical alloying of a hydrogenation catalyst used for the remediation of contaminated compounds,KSC-12978-DIV,KSC,8288307,"12/909,219",2027-05-17 00:00:00,NASA Kennedy Space Center,Innovative Partnerships Office,Kennedy Space Center,,"Kennedy Space Center, FL 32899",,KSC-DL-TechnologyTransfer@mail.nasa.gov,(321) 861-7158
materials and coatings,"A chemochromic sensor for detecting a combustible gas, such as hydrogen, includes a chemochromic pigment mechanically mixed with a polymer and formed into a rigid or pliable material. In a preferred embodiment, the chemochromic detector includes aerogel material. The detector is robust and easily modifiable for a variety of applications and environmental conditions, such as atmospheres of inert gas, hydrogen gas, or mixtures of gases, or in environments that have variable temperature, including high temperatures such as above 100.degree. C. and low temperatures such as below -196.degree. C.",Chemochromic detector for sensing gas leakage and process for producing the same,KSC-13088,KSC,8293178,"11/935,545",2031-08-21 00:00:00,NASA Kennedy Space Center,Innovative Partnerships Office,Kennedy Space Center,,"Kennedy Space Center, FL 32899",,KSC-DL-TechnologyTransfer@mail.nasa.gov,(321) 861-7158
